XC01EW16	XC01	EW16	Wind	0	1	0	Inf	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
XC01EW17	XC01	EW17	Wind	0	1	0	Inf	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL02ST15	EL02	ST15	Stor	0.001	0.9	0	0	1	0	0	0	0	3000	3000	0	0	0	0	0	0	0	0	0	0	0	10	6	0	0   2   0
EL21ST16	EL21	ST16	Stor	0.001	0.8	0	0	1	0	0	1	0	3000	3000	0	0	0	0	0	0	0	0	0	0	0	7.5	4	0	0   12.5   1
ST15ST15	ST15	ST15	Stor	0.001	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
ST16ST16	ST16	ST16	Stor	0.001	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EG01EL01	EG01	EL01	GenOil	0	1	0	40	1	0	0	1	0	150	150	100	50	0	20	1.52	0	20	5.05	0	0	0	7.8	4.2	0.1	 0.74292  62  0
ED02EL01	ED02	EL01	GenCoal	0	1	50	152	1	0	0	1	0	300	300	1000	100	50	50	2.83	0	50	5.5	0	52	9.5	10	4.5	0.02	0.834  26  0
EG03EL02	EG03	EL02	GenOil	0	1	0	40	1	0	0	1	0	150	150	100	50	0	20	1.52	0	20	5.05	0	0	0	7.8	4.2	0.1	0.74292 62  0
ED04EL02	ED04	EL02	GenCoal	0	1	50	152	1	0	0	1	0	300	300	1000	100	50	50	2.83	0	50	5.5	0	52	9.5	10	4.5	0.02	0.834 26  0
EG05EL07	EG05	EL07	GenNG	0	1	100	300	1	0	0	1	1	1800	1800	500	250	100	100	1.52	0	100	9	0	100	13	1	1	0.04	0.37424  27  1
EG06EL13	EG06	EL13	GenNG	0	1	200	591	1	0	0	1	1	3500	3500	500	250	200	200	1.52	0	200	9	0	191	13	1	1	0.05	0.37424  27  1
EG07EL15	EG07	EL15	GenNG	0	1	0	60	1	0	0	1	1	360	360	500	250	0	20	1.52	0	20	6.1	0	20	11.72	1	1	0.02	0.37424  27  1
ED08EL15	ED08	EL15	GenCoal	0	1	50	155	1	0	0	1	0	300	300	1000	100	50	50	0.5	0	50	4	0	55	8	10	4.5	0.04	0.834  26   0
ED09EL16	ED09	EL16	GenCoal	0	1	50	155	1	0	0	1	0	300	300	1000	100	50	50	0.5	0	50	4.2	0	55	8.4	10	4.5	0.04	0.834  26   0
EU10EL18	EU10	EL18	GenNuc	0	1	300	400	1	0	0	0	0	400	400	10000	10000	300	300	0.46	0	100	7	0	0	0	7	1	0.02	0.0078235   3   0
EU11EL21	EU11	EL21	GenNuc	0	1	300	400	1	0	0	0	0	400	400	10000	10000	300	300	0.46	0	100	7	0	0	0	7	1	0.02	0.0078235   3   0
ED12EL22	ED12	EL22	GenCoal	0	1	150	300	1	0	0	1	0	600	600	1000	100	150	150	0.55	0	100	7.6	0	50	12.16	10	4.5	0.04	0.834  26   0
ED13EL23	ED13	EL23	GenCoal	0	1	150	310	1	0	0	1	0	600	600	1000	100	150	150	0.45	0	100	8	0	60	12.8	10	4.5	0.04	0.834  26   0
ED14EL23	ED14	EL23	GenCoal	0	1	150	350	1	0	0	1	0	600	600	1000	100	150	150	0.56	0	100	7.2	0	100	11.52	10	4.5	0.08	0.834  26   0
EW15EL17	EW15	EL17	GenWind	15	1	0	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EW16EL21	EW16	EL21	GenWind	15	1	0	400	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EW17EL22	EW17	EL22	GenWind	15	1	0	300	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
ST15EL02	ST15	EL02	GenStor	20.15	1	0	0	1	0	0   1	1	1500	1500	50	50	0	50	0.05	0	0	0	0	0	0	1	1	0	0.12475   5.4   0
ST16EL21	ST16	EL21	GenStor	20.15	1	0	0	1	0	0	1	1	1200	1200	50	50	0	100	0.05	0	0	0	0	0	0	7.5	4	0	0.12475   17.9  1
EL01EL02	EL01	EL02	Elec	0	1	-105	105	1	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000438356	0   0   0
EL01EL03	EL01	EL03	Elec	0	1	-105	105	1	0	2112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000582192	0   0   0
EL01EL05	EL01	EL05	Elec	0	1	-105	105	1	0	845	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000376712	0   0   0
EL02EL04	EL02	EL04	Elec	0	1	-105	105	1	0	1267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000445205	0   0   0
EL02EL06	EL02	EL06	Elec	0	1	-105	105	1	0	1920	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000547945	0   0   0
EL03EL09	EL03	EL09	Elec	0	1	-105	105	1	0	1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00043379	0   0   0
EL03EL24	EL03	EL24	Elec	0	1	-240	240	1	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001753425	0   0   0
EL04EL09	EL04	EL09	Elec	0	1	-105	105	1	0	1037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000410959	0   0   0
EL05EL10	EL05	EL10	Elec	0	1	-105	105	1	0	883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000388128	0   0   0
EL06EL10	EL06	EL10	Elec	0	1	-105	105	1	0	605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001318493	0   0   0
EL07EL08	EL07	EL08	Elec	0	1	-105	105	1	0	614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000342466	0   0   0
EL08EL09	EL08	EL09	Elec	0	1	-105	105	1	0	1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000502283	0   0   0
EL08EL10	EL08	EL10	Elec	0	1	-105	105	1	0	1651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000502283	0   0   0
EL09EL11	EL09	EL11	Elec	0	1	-240	240	1	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001753425	0   0   0
EL09EL12	EL09	EL12	Elec	0	1	-240	240	1	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001753425	0   0   0
EL10EL11	EL10	EL11	Elec	0	1	-240	240	1	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001753425	0   0   0
EL10EL12	EL10	EL12	Elec	0	1	-240	240	1	0	839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001753425	0   0   0
EL11EL13	EL11	EL13	Elec	0	1	-300	300	1	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000502283	0   0   0
EL11EL14	EL11	EL14	Elec	0	1	-300	300	1	0	418	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000489726	0   0   0
EL12EL13	EL12	EL13	Elec	0	1	-300	300	1	0	476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000502283	0   0   0
EL12EL23	EL12	EL23	Elec	0	1	-300	300	1	0	966	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000652968	0   0   0
EL13EL23	EL13	EL23	Elec	0	1	-300	300	1	0	865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000615297	0   0   0
EL14EL16	EL14	EL16	Elec	0	1	-300	300	1	0	389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477169	0   0   0
EL15EL16	EL15	EL16	Elec	0	1	-300	300	1	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000414384	0   0   0
EL15EL21	EL15	EL21	Elec	0	1	-600	600	1	0	980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051484	0   0   0
EL15EL24	EL15	EL24	Elec	0	1	-300	300	1	0	519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00051484	0   0   0
EL16EL17	EL16	EL17	Elec	0	1	-300	300	1	0	259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439498	0   0   0
EL16EL19	EL16	EL19	Elec	0	1	-300	300	1	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000426941	0   0   0
EL17EL18	EL17	EL18	Elec	0	1	-300	300	1	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000401826	0   0   0
EL17EL22	EL17	EL22	Elec	0	1	-300	300	1	0	1053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000678082	0   0   0
EL18EL21	EL18	EL21	Elec	0	1	-600	600	1	0	518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000439498	0   0   0
EL19EL20	EL19	EL20	Elec	0	1	-300	300	1	0	396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000477169	0   0   0
EL20EL23	EL20	EL23	Elec	0	1	-600	600	1	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000426941	0   0   0
EL21EL22	EL21	EL22	Elec	0	1	-300	300	1	0	678	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000565068	0   0   0
EL01DD01	EL01	DD01	Elec	0	1	108	108	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL02DD02	EL02	DD02	Elec	0	1	97	97	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL03DD03	EL03	DD03	Elec	0	1	180	180	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL04DD04	EL04	DD04	Elec	0	1	74	74	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL05DD05	EL05	DD05	Elec	0	1	71	71	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL06DD06	EL06	DD06	Elec	0	1	136	136	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL07DD07	EL07	DD07	Elec	0	1	125	125	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL08DD08	EL08	DD08	Elec	0	1	171	171	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL09DD09	EL09	DD09	Elec	0	1	175	175	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL10DD10	EL10	DD10	Elec	0	1	195	195	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL13DD13	EL13	DD13	Elec	0	1	265	265	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL14DD14	EL14	DD14	Elec	0	1	194	194	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL15DD15	EL15	DD15	Elec	0	1	317	317	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL16DD16	EL16	DD16	Elec	0	1	100	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL18DD18	EL18	DD18	Elec	0	1	333	333	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL19DD19	EL19	DD19	Elec	0	1	181	181	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
EL20DD20	EL20	DD20	Elec	0	1	128	128	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0   0   0
